user_id,Yearly_avg_view_on_travel_page,frequentflyer,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,annual_incom_class,member_in_family,booking_hotal,preferred_location_type,working_flag,travelling_rating
101366,8.0,1.0,Desktop,514.0,7.0,High,5.0,No,Hill Station,1.0,5.0
101367,46.0,1.0,Desktop,901.0,2.0,Low,2.0,No,OTHER,1.0,2.0
101368,34.0,0.0,Mobile,161.0,9.0,High,1.0,Yes,Islands,1.0,1.0
101369,90.0,1.0,Desktop,925.0,10.0,Avera,3.0,Yes,Big Cities,1.0,4.0
101370,37.0,0.0,Mobile,815.0,3.0,High,1.0,No,Hill Station,1.0,5.0
101371,44.0,0.0,Desktop,49.0,1.0,Avera,2.0,Yes,Big Cities,1.0,4.0
101372,36.0,1.0,Desktop,568.0,10.0,Avera,1.0,Yes,OTHER,1.0,3.0
101373,28.0,0.0,Mobile,916.0,9.0,Avera,2.0,Yes,OTHER,1.0,1.0
101374,47.0,0.0,Desktop,207.0,10.0,Low,2.0,Yes,Tech Cities,1.0,5.0
101375,52.0,1.0,Desktop,541.0,13.0,Avera,1.0,Yes,Tech Cities,1.0,1.0
101376,45.0,0.0,Mobile,847.0,4.0,Low,1.0,No,Trekking,1.0,4.0
101377,7.0,1.0,Mobile,839.0,0.0,Avera,1.0,No,Beach,1.0,4.0
101378,55.0,1.0,Desktop,707.0,5.0,High,1.0,No,Beach,1.0,1.0
101379,54.0,1.0,Mobile,614.0,0.0,Avera,1.0,No,Hill Station,1.0,4.0
101380,73.0,0.0,Mobile,821.0,5.0,Avera,5.0,No,OTHER,1.0,2.0
101381,49.0,1.0,Mobile,792.0,8.0,Low,5.0,Yes,OTHER,1.0,3.0
101382,66.0,0.0,Mobile,850.0,6.0,High,4.0,Yes,OTHER,1.0,1.0
101383,10.0,0.0,Mobile,62.0,7.0,Avera,5.0,Yes,Historical Site,1.0,2.0
101384,34.0,1.0,Mobile,724.0,11.0,High,4.0,Yes,Hill Station,1.0,4.0
101385,14.0,1.0,Desktop,388.0,0.0,High,4.0,Yes,Tech Cities,1.0,1.0
101386,62.0,0.0,Mobile,109.0,2.0,Avera,2.0,No,Big Cities,1.0,4.0
101387,96.0,0.0,Desktop,831.0,12.0,Avera,4.0,Yes,Historical Site,1.0,1.0
101388,20.0,1.0,Mobile,909.0,14.0,Avera,2.0,No,OTHER,1.0,2.0
101389,23.0,1.0,Desktop,231.0,4.0,Low,5.0,Yes,Trekking,1.0,1.0
101390,96.0,0.0,Desktop,656.0,10.0,Avera,3.0,No,Big Cities,1.0,2.0
101391,83.0,0.0,Mobile,712.0,6.0,High,5.0,Yes,Historical Site,1.0,1.0
101392,95.0,0.0,Mobile,49.0,1.0,Avera,1.0,Yes,Big Cities,1.0,1.0
101393,18.0,0.0,Mobile,598.0,2.0,Avera,2.0,No,Historical Site,1.0,1.0
101394,37.0,0.0,Desktop,178.0,5.0,Low,2.0,Yes,Islands,1.0,3.0
101395,9.0,0.0,Desktop,954.0,8.0,High,1.0,No,Historical Site,1.0,5.0
101396,71.0,1.0,Mobile,289.0,1.0,Low,4.0,Yes,OTHER,1.0,5.0
101397,50.0,1.0,Desktop,275.0,9.0,Low,1.0,Yes,Tech Cities,1.0,3.0
101398,64.0,1.0,Desktop,896.0,15.0,High,5.0,Yes,Beach,1.0,3.0
101399,19.0,0.0,Desktop,351.0,10.0,Avera,2.0,No,Hill Station,1.0,3.0
101400,19.0,0.0,Mobile,726.0,1.0,Low,5.0,No,Beach,1.0,1.0
101401,75.0,1.0,Desktop,919.0,10.0,Avera,4.0,Yes,OTHER,1.0,3.0
101402,67.0,0.0,Desktop,49.0,10.0,High,2.0,No,Islands,1.0,4.0
101403,11.0,0.0,Mobile,49.0,14.0,Avera,5.0,No,OTHER,1.0,1.0
101404,96.0,1.0,Desktop,347.0,3.0,High,5.0,Yes,Historical Site,1.0,3.0
101405,37.0,1.0,Mobile,900.0,5.0,Avera,1.0,Yes,Hill Station,1.0,1.0
101406,35.0,1.0,Mobile,860.0,4.0,Low,1.0,Yes,Islands,1.0,2.0
101407,83.0,0.0,Desktop,698.0,5.0,High,2.0,No,Hill Station,1.0,1.0
101408,75.0,0.0,Desktop,527.0,6.0,Avera,4.0,Yes,OTHER,1.0,1.0
101409,5.0,1.0,Mobile,356.0,12.0,Avera,1.0,No,Big Cities,1.0,5.0
101410,80.0,0.0,Mobile,804.0,6.0,Low,5.0,Yes,OTHER,1.0,2.0
101411,33.0,1.0,Mobile,836.0,3.0,High,5.0,No,Islands,1.0,1.0
101412,27.0,1.0,Mobile,463.0,2.0,High,4.0,Yes,Historical Site,1.0,3.0
101413,5.0,1.0,Mobile,733.0,6.0,Avera,1.0,Yes,Historical Site,1.0,2.0
101414,96.0,0.0,Desktop,629.0,4.0,Avera,2.0,No,Hill Station,1.0,1.0
101415,71.0,0.0,Mobile,476.0,6.0,High,2.0,Yes,Big Cities,1.0,5.0
101416,77.0,0.0,Desktop,954.0,4.0,Avera,1.0,Yes,Hill Station,1.0,2.0
101417,93.0,1.0,Mobile,643.0,13.0,Low,1.0,Yes,OTHER,1.0,2.0
101418,48.0,1.0,Desktop,168.0,4.0,Low,3.0,Yes,Big Cities,1.0,5.0
101419,79.0,1.0,Desktop,474.0,0.0,High,2.0,Yes,Trekking,1.0,4.0
101420,31.0,0.0,Mobile,954.0,0.0,Avera,2.0,No,OTHER,1.0,2.0
101421,13.0,1.0,Mobile,461.0,6.0,Avera,5.0,Yes,Beach,1.0,5.0
101422,21.0,1.0,Desktop,779.0,5.0,Avera,3.0,No,Hill Station,1.0,4.0
101423,27.0,1.0,Desktop,684.0,11.0,Avera,4.0,No,OTHER,1.0,3.0
101424,24.0,0.0,Mobile,634.0,2.0,Avera,3.0,No,Beach,1.0,2.0
101425,82.0,0.0,Desktop,954.0,10.0,Avera,2.0,Yes,Big Cities,1.0,5.0
101426,5.0,1.0,Mobile,954.0,10.0,Low,1.0,No,Islands,1.0,2.0
101427,56.0,0.0,Mobile,51.0,9.0,Avera,5.0,No,OTHER,1.0,5.0
101428,84.0,1.0,Mobile,375.0,8.0,High,5.0,No,OTHER,1.0,2.0
101429,33.0,1.0,Mobile,741.0,15.0,Low,2.0,No,Historical Site,0.0,2.0
101430,59.0,0.0,Desktop,592.0,5.0,Low,4.0,Yes,Trekking,1.0,5.0
101431,58.0,0.0,Mobile,484.0,5.0,High,1.0,Yes,OTHER,1.0,2.0
101432,38.0,1.0,Mobile,49.0,4.0,High,3.0,Yes,OTHER,1.0,3.0
101433,5.0,1.0,Desktop,341.0,13.0,Avera,4.0,Yes,OTHER,1.0,2.0
101434,60.0,1.0,Desktop,101.0,7.0,High,5.0,Yes,Trekking,1.0,4.0
101435,7.0,1.0,Desktop,669.0,10.0,Avera,1.0,Yes,OTHER,1.0,5.0
101436,80.0,1.0,Mobile,296.0,11.0,High,1.0,No,Historical Site,1.0,4.0
101437,67.0,0.0,Mobile,846.0,13.0,High,1.0,No,Historical Site,1.0,1.0
101438,5.0,0.0,Mobile,61.0,5.0,Avera,2.0,Yes,OTHER,1.0,4.0
101439,28.0,0.0,Mobile,49.0,3.0,Avera,3.0,Yes,OTHER,1.0,2.0
101440,5.0,1.0,Desktop,286.0,10.0,Low,5.0,No,Beach,1.0,2.0
101441,53.0,0.0,Desktop,347.0,4.0,Avera,3.0,Yes,OTHER,1.0,4.0
101442,89.0,0.0,Mobile,631.0,6.0,Low,5.0,Yes,Hill Station,1.0,1.0
101443,96.0,1.0,Mobile,150.0,11.0,High,5.0,No,Big Cities,1.0,4.0
101444,6.0,1.0,Desktop,885.0,14.0,Avera,4.0,No,Hill Station,1.0,5.0
101445,85.0,1.0,Desktop,461.0,7.0,High,4.0,No,OTHER,1.0,4.0
101446,64.0,0.0,Mobile,150.0,10.0,Low,2.0,No,Islands,1.0,4.0
101447,75.0,0.0,Mobile,310.0,7.0,High,5.0,Yes,Beach,1.0,3.0
101448,43.0,1.0,Mobile,918.0,15.0,Avera,2.0,No,Hill Station,1.0,1.0
101449,28.0,0.0,Desktop,49.0,15.0,Avera,3.0,No,Big Cities,1.0,3.0
101450,5.0,0.0,Mobile,49.0,8.0,Avera,3.0,No,Historical Site,1.0,1.0
101451,66.0,0.0,Desktop,283.0,2.0,Avera,2.0,No,Trekking,1.0,5.0
101452,25.0,0.0,Desktop,948.0,14.0,High,3.0,No,OTHER,1.0,4.0
101453,50.0,0.0,Mobile,578.0,3.0,Low,2.0,Yes,Trekking,1.0,4.0
101454,27.0,0.0,Mobile,287.0,0.0,High,5.0,No,OTHER,1.0,5.0
101455,77.0,1.0,Desktop,409.0,15.0,Avera,4.0,No,OTHER,1.0,4.0
101456,45.0,1.0,Desktop,695.0,4.0,High,2.0,No,Tech Cities,1.0,1.0
101457,68.0,0.0,Desktop,49.0,0.0,Avera,3.0,No,OTHER,1.0,1.0
101458,22.0,1.0,Desktop,954.0,6.0,High,2.0,Yes,OTHER,1.0,1.0
101459,67.0,0.0,Desktop,242.0,2.0,Low,2.0,No,Big Cities,0.0,4.0
101460,69.0,1.0,Desktop,736.0,6.0,Avera,1.0,Yes,Big Cities,1.0,3.0
101461,79.0,0.0,Desktop,209.0,15.0,Avera,2.0,Yes,Beach,1.0,2.0
101462,17.0,1.0,Mobile,235.0,12.0,Avera,3.0,No,Islands,1.0,2.0
101463,34.0,0.0,Mobile,954.0,9.0,Avera,2.0,Yes,Trekking,1.0,5.0
101464,21.0,0.0,Mobile,619.0,8.0,Avera,3.0,Yes,Beach,1.0,3.0
101465,96.0,1.0,Mobile,447.0,5.0,Avera,3.0,No,Islands,1.0,2.0
101466,70.0,0.0,Mobile,526.0,9.0,High,4.0,No,Hill Station,0.0,5.0
101467,60.0,1.0,Mobile,231.0,8.0,High,1.0,No,Islands,1.0,3.0
101468,52.0,1.0,Mobile,886.0,15.0,Avera,2.0,Yes,Big Cities,1.0,2.0
101469,91.0,0.0,Mobile,603.0,5.0,Avera,3.0,Yes,Islands,1.0,2.0
101470,80.0,0.0,Mobile,712.0,4.0,Avera,3.0,No,Historical Site,1.0,2.0
101471,36.0,1.0,Desktop,756.0,13.0,Avera,5.0,No,Historical Site,1.0,2.0
101472,12.0,1.0,Desktop,699.0,1.0,Avera,3.0,Yes,Beach,1.0,3.0
101473,49.0,0.0,Mobile,230.0,9.0,High,3.0,No,Big Cities,1.0,4.0
101474,5.0,1.0,Mobile,618.0,15.0,High,1.0,No,Historical Site,1.0,5.0
101475,29.0,1.0,Mobile,459.0,0.0,Avera,1.0,Yes,Hill Station,1.0,1.0
101476,66.0,0.0,Desktop,688.0,8.0,High,4.0,No,OTHER,1.0,5.0
101477,85.0,0.0,Mobile,954.0,8.0,Avera,3.0,Yes,Big Cities,1.0,4.0
101478,96.0,1.0,Desktop,620.0,13.0,High,2.0,Yes,OTHER,1.0,4.0
101479,66.0,0.0,Desktop,288.0,13.0,High,3.0,No,Big Cities,1.0,4.0
101480,89.0,1.0,Mobile,690.0,9.0,Avera,1.0,Yes,Beach,1.0,5.0
101481,17.0,1.0,Mobile,875.0,11.0,High,1.0,No,Tech Cities,1.0,1.0
101482,68.0,1.0,Desktop,748.0,8.0,Avera,4.0,No,Hill Station,1.0,1.0
101483,10.0,0.0,Mobile,831.0,12.0,Avera,2.0,No,Trekking,1.0,1.0
101484,69.0,0.0,Desktop,416.0,13.0,Low,2.0,No,Big Cities,1.0,5.0
101485,96.0,1.0,Desktop,796.0,8.0,Avera,3.0,Yes,OTHER,1.0,2.0
101486,47.0,0.0,Mobile,790.0,4.0,Avera,4.0,No,OTHER,1.0,5.0
101487,54.0,0.0,Desktop,297.0,10.0,Avera,3.0,Yes,Historical Site,1.0,4.0
101488,92.0,0.0,Desktop,143.0,11.0,High,4.0,No,Historical Site,1.0,5.0
101489,67.0,1.0,Desktop,49.0,7.0,High,1.0,Yes,OTHER,1.0,2.0
101490,80.0,1.0,Desktop,399.0,15.0,Avera,3.0,No,OTHER,1.0,2.0
101491,32.0,0.0,Desktop,829.0,3.0,Avera,5.0,Yes,Tech Cities,0.0,4.0
101492,96.0,1.0,Mobile,560.0,9.0,Low,3.0,Yes,Hill Station,1.0,1.0
101493,74.0,0.0,Desktop,438.0,10.0,High,3.0,Yes,Hill Station,1.0,5.0
101494,32.0,0.0,Desktop,638.0,11.0,Avera,3.0,Yes,OTHER,0.0,4.0
101495,20.0,0.0,Desktop,711.0,0.0,High,4.0,Yes,OTHER,1.0,5.0
101496,73.0,0.0,Mobile,242.0,6.0,Avera,2.0,Yes,Tech Cities,1.0,5.0
101497,66.0,0.0,Mobile,232.0,14.0,Low,4.0,No,OTHER,1.0,1.0
101498,9.0,0.0,Desktop,554.0,15.0,Low,5.0,Yes,Beach,1.0,1.0
101499,96.0,1.0,Desktop,330.0,2.0,Low,2.0,Yes,Big Cities,1.0,1.0
101500,69.0,0.0,Desktop,938.0,2.0,High,3.0,Yes,Hill Station,1.0,5.0
101501,67.0,0.0,Mobile,866.0,12.0,High,5.0,Yes,OTHER,1.0,4.0
101502,17.0,0.0,Mobile,685.0,15.0,High,2.0,No,OTHER,1.0,3.0
101503,19.0,1.0,Desktop,471.0,12.0,High,1.0,Yes,OTHER,1.0,4.0
101504,59.0,1.0,Mobile,281.0,3.0,Avera,3.0,No,Beach,1.0,4.0
101505,29.0,0.0,Desktop,270.0,4.0,High,1.0,No,Islands,1.0,1.0
101506,5.0,1.0,Desktop,561.0,7.0,Avera,2.0,No,Beach,1.0,4.0
101507,28.0,0.0,Mobile,158.0,6.0,High,2.0,No,Beach,1.0,3.0
101508,63.0,0.0,Desktop,126.0,3.0,Avera,5.0,No,OTHER,1.0,4.0
101509,85.0,0.0,Desktop,724.0,14.0,Low,4.0,Yes,Historical Site,1.0,4.0
101510,56.0,0.0,Desktop,458.0,2.0,Avera,5.0,No,Tech Cities,1.0,5.0
101511,85.0,1.0,Desktop,270.0,15.0,High,1.0,Yes,Hill Station,1.0,4.0
101512,5.0,1.0,Desktop,786.0,9.0,Low,2.0,Yes,OTHER,1.0,2.0
101513,24.0,1.0,Mobile,491.0,0.0,Avera,1.0,Yes,OTHER,1.0,3.0
101514,28.0,1.0,Mobile,394.0,14.0,Avera,1.0,No,Tech Cities,1.0,2.0
101515,15.0,1.0,Desktop,272.0,7.0,Avera,3.0,No,OTHER,1.0,1.0
101516,93.0,1.0,Mobile,289.0,14.0,High,1.0,No,Islands,1.0,3.0
101517,5.0,1.0,Desktop,473.0,7.0,High,1.0,No,Tech Cities,1.0,1.0
101518,20.0,1.0,Mobile,403.0,0.0,Avera,2.0,Yes,Big Cities,1.0,5.0
101519,36.0,0.0,Mobile,819.0,5.0,Avera,3.0,Yes,Historical Site,1.0,3.0
101520,81.0,1.0,Desktop,181.0,4.0,Avera,5.0,No,Historical Site,0.0,3.0
101521,64.0,1.0,Mobile,692.0,1.0,High,2.0,No,Hill Station,1.0,5.0
101522,31.0,1.0,Mobile,305.0,1.0,Avera,5.0,No,Beach,1.0,4.0
101523,82.0,0.0,Desktop,801.0,0.0,Low,2.0,No,Beach,1.0,1.0
101524,95.0,0.0,Mobile,537.0,3.0,High,1.0,Yes,Beach,1.0,5.0
101525,74.0,1.0,Mobile,112.0,0.0,Avera,1.0,Yes,OTHER,1.0,2.0
101526,35.0,1.0,Desktop,884.0,8.0,Avera,1.0,Yes,OTHER,1.0,4.0
101527,16.0,1.0,Mobile,107.0,4.0,Avera,2.0,No,OTHER,1.0,5.0
101528,22.0,0.0,Mobile,497.0,15.0,Low,5.0,Yes,Trekking,1.0,5.0
101529,89.0,0.0,Mobile,485.0,5.0,Avera,1.0,No,Trekking,1.0,5.0
101530,93.0,0.0,Mobile,148.0,9.0,Avera,4.0,Yes,OTHER,1.0,3.0
101531,21.0,0.0,Desktop,66.0,12.0,Avera,2.0,No,OTHER,1.0,2.0
101532,41.0,1.0,Mobile,943.0,6.0,Low,4.0,Yes,Historical Site,1.0,3.0
101533,67.0,0.0,Mobile,110.0,8.0,Avera,4.0,No,Trekking,0.0,3.0
101534,50.0,0.0,Mobile,457.0,13.0,Avera,5.0,No,Hill Station,1.0,3.0
101535,17.0,0.0,Desktop,580.0,14.0,Avera,3.0,Yes,OTHER,1.0,4.0
101536,79.0,1.0,Desktop,830.0,12.0,Low,5.0,Yes,OTHER,1.0,1.0
101537,96.0,1.0,Desktop,166.0,8.0,Avera,1.0,Yes,OTHER,1.0,2.0
101538,83.0,1.0,Desktop,64.0,9.0,Avera,2.0,Yes,Trekking,1.0,5.0
101539,82.0,1.0,Mobile,954.0,0.0,Avera,1.0,Yes,Trekking,1.0,1.0
101540,22.0,0.0,Mobile,954.0,3.0,Avera,5.0,No,Trekking,1.0,4.0
101541,49.0,0.0,Desktop,157.0,4.0,Avera,1.0,Yes,Big Cities,1.0,3.0
101542,50.0,1.0,Mobile,897.0,4.0,Low,4.0,Yes,Historical Site,1.0,3.0
101543,43.0,0.0,Mobile,49.0,0.0,Avera,4.0,No,Tech Cities,1.0,4.0
101544,5.0,1.0,Desktop,954.0,11.0,Avera,2.0,Yes,Big Cities,1.0,1.0
101545,40.0,0.0,Mobile,66.0,13.0,Avera,3.0,Yes,Big Cities,1.0,4.0
101546,15.0,1.0,Desktop,247.0,2.0,Low,5.0,No,Trekking,1.0,4.0
101547,6.0,0.0,Desktop,848.0,14.0,Low,1.0,Yes,OTHER,1.0,2.0
101548,10.0,0.0,Desktop,794.0,4.0,Avera,4.0,No,OTHER,1.0,2.0
101549,33.0,1.0,Desktop,625.0,13.0,Avera,3.0,No,Hill Station,1.0,5.0
101550,72.0,0.0,Desktop,588.0,14.0,High,1.0,No,OTHER,1.0,1.0
101551,64.0,0.0,Desktop,306.0,9.0,High,1.0,Yes,OTHER,1.0,1.0
101552,47.0,1.0,Mobile,899.0,6.0,High,1.0,No,Hill Station,1.0,3.0
101553,7.0,1.0,Mobile,77.0,12.0,Avera,2.0,Yes,Trekking,0.0,2.0
101554,49.0,1.0,Mobile,592.0,11.0,High,1.0,Yes,OTHER,1.0,2.0
101555,15.0,1.0,Desktop,253.0,15.0,Avera,5.0,No,OTHER,1.0,5.0
101556,50.0,0.0,Mobile,947.0,14.0,Avera,1.0,No,Tech Cities,1.0,3.0
101557,50.0,0.0,Mobile,413.0,3.0,Avera,4.0,Yes,Trekking,1.0,3.0
101558,37.0,1.0,Mobile,873.0,2.0,High,1.0,No,Tech Cities,1.0,1.0
101559,24.0,0.0,Mobile,403.0,12.0,High,4.0,Yes,Beach,1.0,5.0
101560,9.0,0.0,Desktop,149.0,6.0,High,3.0,No,Trekking,1.0,4.0
101561,48.0,0.0,Desktop,951.0,15.0,Low,3.0,Yes,Tech Cities,1.0,5.0
101562,75.0,1.0,Mobile,536.0,7.0,Avera,1.0,Yes,OTHER,1.0,2.0
101563,21.0,0.0,Mobile,443.0,10.0,Low,2.0,Yes,OTHER,1.0,3.0
101564,7.0,0.0,Desktop,384.0,1.0,High,4.0,Yes,OTHER,1.0,4.0
101565,41.0,0.0,Mobile,188.0,0.0,High,3.0,Yes,OTHER,1.0,3.0
101566,89.0,0.0,Mobile,440.0,1.0,High,3.0,No,Trekking,0.0,2.0
101567,17.0,1.0,Desktop,68.0,12.0,Avera,3.0,No,OTHER,1.0,2.0
101568,44.0,1.0,Desktop,912.0,1.0,High,4.0,Yes,OTHER,0.0,2.0
101569,65.0,0.0,Mobile,527.0,6.0,Avera,1.0,Yes,OTHER,1.0,3.0
101570,23.0,0.0,Mobile,95.0,15.0,High,4.0,Yes,OTHER,1.0,4.0
101571,87.0,1.0,Mobile,425.0,0.0,Avera,3.0,No,Trekking,1.0,2.0
101572,79.0,1.0,Desktop,879.0,10.0,Avera,2.0,No,OTHER,1.0,2.0
101573,57.0,1.0,Desktop,215.0,8.0,Avera,2.0,Yes,Historical Site,1.0,4.0
101574,21.0,0.0,Mobile,764.0,1.0,High,4.0,No,Hill Station,1.0,1.0
101575,61.0,1.0,Mobile,769.0,7.0,Avera,5.0,No,Trekking,1.0,5.0
101576,62.0,0.0,Desktop,116.0,10.0,Low,4.0,No,Beach,1.0,1.0
101577,96.0,1.0,Desktop,355.0,6.0,Avera,3.0,No,Trekking,1.0,2.0
101578,13.0,1.0,Mobile,282.0,1.0,Avera,4.0,Yes,Islands,1.0,4.0
101579,38.0,0.0,Desktop,390.0,0.0,Avera,2.0,Yes,OTHER,1.0,3.0
101580,76.0,0.0,Desktop,49.0,7.0,Low,2.0,No,Trekking,0.0,5.0
101581,61.0,0.0,Desktop,195.0,7.0,Avera,2.0,Yes,Tech Cities,1.0,3.0
101582,45.0,1.0,Desktop,399.0,0.0,High,2.0,No,OTHER,1.0,3.0
101583,20.0,1.0,Desktop,475.0,12.0,Low,4.0,No,Trekking,1.0,5.0
101584,51.0,1.0,Mobile,506.0,4.0,Avera,5.0,Yes,Beach,1.0,2.0
101585,74.0,1.0,Mobile,687.0,1.0,High,2.0,Yes,Trekking,1.0,5.0
101586,46.0,1.0,Mobile,775.0,12.0,Avera,4.0,No,Hill Station,1.0,2.0
101587,7.0,1.0,Desktop,628.0,7.0,Low,4.0,No,Hill Station,1.0,4.0
101588,18.0,1.0,Desktop,123.0,13.0,Avera,2.0,Yes,Big Cities,1.0,4.0
101589,5.0,1.0,Mobile,49.0,6.0,Avera,5.0,Yes,Islands,1.0,2.0
101590,40.0,0.0,Desktop,363.0,3.0,Avera,1.0,No,Trekking,1.0,5.0
101591,96.0,0.0,Desktop,954.0,6.0,High,1.0,No,Historical Site,1.0,3.0
101592,82.0,1.0,Desktop,407.0,6.0,Low,3.0,Yes,Beach,1.0,4.0
101593,96.0,1.0,Desktop,773.0,2.0,Avera,2.0,Yes,Trekking,1.0,5.0
101594,75.0,0.0,Mobile,175.0,14.0,High,4.0,Yes,OTHER,1.0,5.0
101595,27.0,1.0,Desktop,860.0,0.0,Avera,2.0,Yes,Beach,1.0,2.0
101596,82.0,0.0,Mobile,942.0,13.0,Avera,4.0,No,Trekking,1.0,5.0
101597,34.0,1.0,Mobile,68.0,8.0,Avera,1.0,Yes,Beach,1.0,2.0
101598,74.0,1.0,Mobile,49.0,5.0,Low,3.0,Yes,Beach,1.0,5.0
101599,62.0,1.0,Mobile,420.0,1.0,High,1.0,Yes,Tech Cities,1.0,5.0
101600,90.0,0.0,Desktop,85.0,6.0,Avera,4.0,Yes,Tech Cities,1.0,4.0
101601,96.0,0.0,Desktop,125.0,13.0,Avera,1.0,Yes,Trekking,1.0,1.0
101602,38.0,0.0,Mobile,902.0,14.0,Low,5.0,No,OTHER,1.0,5.0
101603,80.0,1.0,Desktop,188.0,11.0,Avera,1.0,No,OTHER,1.0,1.0
101604,13.0,1.0,Mobile,820.0,13.0,High,1.0,Yes,Trekking,1.0,3.0
101605,76.0,0.0,Desktop,49.0,12.0,Low,1.0,No,Hill Station,1.0,1.0
101606,74.0,0.0,Desktop,882.0,9.0,High,1.0,No,OTHER,1.0,1.0
101607,88.0,1.0,Mobile,656.0,1.0,Avera,1.0,No,Trekking,1.0,2.0
101608,5.0,1.0,Desktop,622.0,11.0,Low,4.0,Yes,OTHER,1.0,5.0
101609,19.0,0.0,Desktop,954.0,4.0,High,1.0,Yes,Beach,1.0,3.0
101610,91.0,1.0,Mobile,773.0,13.0,High,2.0,No,OTHER,1.0,4.0
101611,47.0,0.0,Mobile,835.0,8.0,Low,5.0,Yes,Big Cities,1.0,5.0
101612,74.0,0.0,Desktop,848.0,14.0,High,5.0,Yes,Islands,1.0,1.0
101613,52.0,0.0,Desktop,49.0,6.0,High,2.0,No,Beach,1.0,5.0
101614,60.0,0.0,Mobile,92.0,3.0,Avera,1.0,Yes,OTHER,1.0,5.0
101615,67.0,0.0,Mobile,810.0,15.0,High,5.0,Yes,Hill Station,1.0,2.0
101616,88.0,1.0,Desktop,595.0,12.0,High,3.0,Yes,OTHER,1.0,4.0
101617,10.0,0.0,Mobile,85.0,11.0,Avera,4.0,Yes,OTHER,1.0,2.0
101618,37.0,1.0,Mobile,789.0,7.0,Low,2.0,Yes,Historical Site,1.0,3.0
101619,16.0,1.0,Mobile,164.0,7.0,Avera,3.0,Yes,OTHER,1.0,1.0
101620,36.0,0.0,Desktop,416.0,4.0,High,5.0,No,OTHER,1.0,2.0
101621,5.0,1.0,Mobile,923.0,14.0,High,5.0,No,Beach,1.0,1.0
101622,86.0,0.0,Mobile,404.0,6.0,Avera,3.0,Yes,Historical Site,1.0,3.0
101623,7.0,1.0,Mobile,658.0,0.0,Avera,5.0,No,OTHER,1.0,2.0
101624,51.0,1.0,Mobile,124.0,4.0,Avera,2.0,Yes,Tech Cities,0.0,3.0
101625,87.0,1.0,Mobile,139.0,4.0,High,1.0,Yes,OTHER,1.0,4.0
101626,96.0,0.0,Mobile,807.0,13.0,Avera,4.0,Yes,Beach,1.0,5.0
101627,96.0,0.0,Mobile,771.0,5.0,High,1.0,Yes,OTHER,1.0,4.0
101628,88.0,1.0,Mobile,210.0,10.0,Avera,2.0,Yes,OTHER,1.0,3.0
101629,76.0,1.0,Desktop,333.0,8.0,Avera,1.0,No,OTHER,1.0,1.0
101630,96.0,0.0,Mobile,745.0,10.0,High,4.0,Yes,OTHER,1.0,3.0
101631,82.0,1.0,Mobile,571.0,9.0,Avera,3.0,No,Beach,1.0,3.0
101632,14.0,1.0,Desktop,423.0,13.0,Avera,4.0,Yes,Hill Station,1.0,1.0
101633,68.0,1.0,Mobile,205.0,8.0,Low,1.0,No,Islands,1.0,4.0
101634,77.0,1.0,Mobile,760.0,4.0,Avera,1.0,No,OTHER,1.0,3.0
101635,94.0,1.0,Mobile,410.0,2.0,Low,5.0,Yes,OTHER,0.0,5.0
101636,5.0,1.0,Desktop,671.0,10.0,Low,2.0,Yes,Historical Site,1.0,1.0
101637,51.0,0.0,Desktop,954.0,12.0,Avera,2.0,No,Big Cities,1.0,1.0
101638,79.0,0.0,Mobile,868.0,1.0,Avera,2.0,Yes,OTHER,0.0,4.0
101639,15.0,0.0,Mobile,421.0,2.0,Low,1.0,Yes,Big Cities,1.0,1.0
101640,15.0,1.0,Mobile,171.0,13.0,Avera,4.0,Yes,Big Cities,0.0,4.0
101641,81.0,0.0,Mobile,190.0,5.0,High,3.0,No,Big Cities,1.0,4.0
101642,68.0,1.0,Mobile,883.0,5.0,Avera,5.0,Yes,OTHER,1.0,5.0
101643,11.0,1.0,Mobile,232.0,9.0,Low,5.0,No,OTHER,1.0,2.0
101644,86.0,0.0,Desktop,605.0,5.0,High,1.0,Yes,Tech Cities,1.0,3.0
101645,40.0,0.0,Desktop,679.0,0.0,High,5.0,Yes,Islands,1.0,5.0
101646,96.0,1.0,Desktop,804.0,6.0,High,1.0,Yes,Big Cities,1.0,3.0
101647,13.0,1.0,Mobile,165.0,10.0,Avera,1.0,Yes,Historical Site,1.0,5.0
101648,25.0,0.0,Desktop,420.0,14.0,Low,5.0,Yes,Big Cities,1.0,3.0
101649,28.0,1.0,Desktop,749.0,2.0,Low,2.0,No,Historical Site,1.0,5.0
101650,90.0,0.0,Mobile,49.0,15.0,Avera,2.0,Yes,Hill Station,1.0,5.0
101651,77.0,1.0,Desktop,378.0,1.0,High,4.0,No,Hill Station,1.0,2.0
101652,40.0,1.0,Mobile,558.0,9.0,Low,4.0,No,Islands,1.0,2.0
101653,61.0,1.0,Mobile,727.0,5.0,Avera,2.0,Yes,Hill Station,1.0,1.0
101654,10.0,0.0,Desktop,487.0,7.0,Low,4.0,Yes,Tech Cities,1.0,5.0
101655,41.0,0.0,Desktop,442.0,5.0,Avera,3.0,Yes,OTHER,1.0,4.0
101656,66.0,0.0,Mobile,403.0,4.0,Low,2.0,Yes,OTHER,1.0,4.0
101657,21.0,1.0,Mobile,954.0,7.0,Low,1.0,No,OTHER,1.0,1.0
