user_id,Yearly_avg_view_on_travel_page,frequentflyer,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,annual_incom_class,member_in_family,booking_hotal,preferred_location_type,working_flag,travelling_rating
101398,64,1,Desktop,896,15,High,5,Yes,Beach,1,3
101399,19,0,Desktop,351,10,Avera,2,No,Hill Station,1,3
101400,19,0,Mobile,726,1,Low,5,No,Beach,1,1
101401,75,1,Desktop,919,10,Avera,4,Yes,OTHER,1,3
101402,67,0,Desktop,4,10,High,2,No,Islands,1,4
101403,11,0,Mobile,18,14,Avera,5,No,OTHER,1,1
101404,97,1,Desktop,347,3,High,5,Yes,Historical Site,1,3
101405,37,1,Mobile,900,5,Avera,1,Yes,Hill Station,1,1
101406,35,1,Mobile,860,4,Low,1,Yes,Islands,1,2
101407,83,0,Desktop,698,5,High,2,No,Hill Station,1,1
101408,75,0,Desktop,527,6,Avera,4,Yes,OTHER,1,1
101409,3,1,Mobile,356,12,Avera,1,No,Big Cities,1,5
101410,80,0,Mobile,804,6,Low,5,Yes,OTHER,1,2
101411,33,1,Mobile,836,3,High,5,No,Islands,1,1
101412,27,1,Mobile,463,2,High,4,Yes,Historical Site,1,3
101413,5,1,Mobile,733,6,Avera,1,Yes,Historical Site,1,2
101414,100,0,Desktop,629,4,Avera,2,No,Hill Station,1,1
101415,71,0,Mobile,476,6,High,2,Yes,Big Cities,1,5
101416,77,0,Desktop,970,4,Avera,1,Yes,Hill Station,1,2
101417,93,1,Mobile,643,13,Low,1,Yes,OTHER,1,2
101418,48,1,Desktop,168,4,Low,3,Yes,Big Cities,1,5
101419,79,1,Desktop,474,0,High,2,Yes,Trekking,1,4
101420,31,0,Mobile,986,0,Avera,2,No,OTHER,1,2
101421,13,1,Mobile,461,6,Avera,5,Yes,Beach,1,5
101422,21,1,Desktop,779,5,Avera,3,No,Hill Station,1,4
101423,27,1,Desktop,684,11,Avera,4,No,OTHER,1,3
101424,24,0,Mobile,634,2,Avera,3,No,Beach,1,2
101425,82,0,Desktop,967,10,Avera,2,Yes,Big Cities,1,5
101426,1,1,Mobile,991,10,Low,1,No,Islands,1,2
101427,56,0,Mobile,51,9,Avera,5,No,OTHER,1,5
101428,84,1,Mobile,375,8,High,5,No,OTHER,1,2
101429,33,1,Mobile,741,15,Low,2,No,Historical Site,0,2
101430,59,0,Desktop,592,5,Low,4,Yes,Trekking,1,5
101431,58,0,Mobile,484,5,High,1,Yes,OTHER,1,2
101432,38,1,Mobile,14,4,High,3,Yes,OTHER,1,3
101433,3,1,Desktop,341,13,Avera,4,Yes,OTHER,1,2
101434,60,1,Desktop,101,7,High,5,Yes,Trekking,1,4
101435,7,1,Desktop,669,10,Avera,1,Yes,OTHER,1,5
101436,80,1,Mobile,296,11,High,1,No,Historical Site,1,4
101437,67,0,Mobile,846,13,High,1,No,Historical Site,1,1
101438,5,0,Mobile,61,5,Avera,2,Yes,OTHER,1,4
101439,28,0,Mobile,3,3,Avera,3,Yes,OTHER,1,2
101440,3,1,Desktop,286,10,Low,5,No,Beach,1,2
101441,53,0,Desktop,347,4,Avera,3,Yes,OTHER,1,4
101442,89,0,Mobile,631,6,Low,5,Yes,Hill Station,1,1
101443,96,1,Mobile,150,11,High,5,No,Big Cities,1,4
101444,6,1,Desktop,885,14,Avera,4,No,Hill Station,1,5
101445,85,1,Desktop,461,7,High,4,No,OTHER,1,4
101446,64,0,Mobile,150,10,Low,2,No,Islands,1,4
101447,75,0,Mobile,310,7,High,5,Yes,Beach,1,3
101448,43,1,Mobile,918,15,Avera,2,No,Hill Station,1,1
101449,28,0,Desktop,39,15,Avera,3,No,Big Cities,1,3
101450,1,0,Mobile,22,8,Avera,3,No,Historical Site,1,1
101451,66,0,Desktop,283,2,Avera,2,No,Trekking,1,5
101452,25,0,Desktop,948,14,High,3,No,OTHER,1,4
101453,50,0,Mobile,578,3,Low,2,Yes,Trekking,1,4
101454,27,0,Mobile,287,0,High,5,No,OTHER,1,5
101455,77,1,Desktop,409,15,Avera,4,No,OTHER,1,4
101456,45,1,Desktop,695,4,High,2,No,Tech Cities,1,1
101457,68,0,Desktop,3,0,Avera,3,No,OTHER,1,1
101458,22,1,Desktop,997,6,High,2,Yes,OTHER,1,1
101459,67,0,Desktop,242,2,Low,2,No,Big Cities,0,4
101460,69,1,Desktop,736,6,Avera,1,Yes,Big Cities,1,3
101461,79,0,Desktop,209,15,Avera,2,Yes,Beach,1,2
101462,17,1,Mobile,235,12,Avera,3,No,Islands,1,2
101463,34,0,Mobile,982,9,Avera,2,Yes,Trekking,1,5
101464,21,0,Mobile,619,8,Avera,3,Yes,Beach,1,3
101465,99,1,Mobile,447,5,Avera,3,No,Islands,1,2
101466,70,0,Mobile,526,9,High,4,No,Hill Station,0,5
101467,60,1,Mobile,231,8,High,1,No,Islands,1,3
101468,52,1,Mobile,886,15,Avera,2,Yes,Big Cities,1,2
101469,91,0,Mobile,603,5,Avera,3,Yes,Islands,1,2
101470,80,0,Mobile,712,4,Avera,3,No,Historical Site,1,2
101471,36,1,Desktop,756,13,Avera,5,No,Historical Site,1,2
101472,12,1,Desktop,699,1,Avera,3,Yes,Beach,1,3
101473,49,0,Mobile,230,9,High,3,No,Big Cities,1,4
101474,2,1,Mobile,618,15,High,1,No,Historical Site,1,5
101475,29,1,Mobile,459,0,Avera,1,Yes,Hill Station,1,1
101476,66,0,Desktop,688,8,High,4,No,OTHER,1,5
101477,85,0,Mobile,996,8,Avera,3,Yes,Big Cities,1,4
101478,98,1,Desktop,620,13,High,2,Yes,OTHER,1,4
101479,66,0,Desktop,288,13,High,3,No,Big Cities,1,4
101480,89,1,Mobile,690,9,Avera,1,Yes,Beach,1,5
101481,17,1,Mobile,875,11,High,1,No,Tech Cities,1,1
101482,68,1,Desktop,748,8,Avera,4,No,Hill Station,1,1
101483,10,0,Mobile,831,12,Avera,2,No,Trekking,1,1
101484,69,0,Desktop,416,13,Low,2,No,Big Cities,1,5
101485,96,1,Desktop,796,8,Avera,3,Yes,OTHER,1,2
101486,47,0,Mobile,790,4,Avera,4,No,OTHER,1,5
101487,54,0,Desktop,297,10,Avera,3,Yes,Historical Site,1,4
101488,92,0,Desktop,143,11,High,4,No,Historical Site,1,5
101489,67,1,Desktop,30,7,High,1,Yes,OTHER,1,2
101490,80,1,Desktop,399,15,Avera,3,No,OTHER,1,2
101491,32,0,Desktop,829,3,Avera,5,Yes,Tech Cities,0,4
101492,97,1,Mobile,560,9,Low,3,Yes,Hill Station,1,1
101493,74,0,Desktop,438,10,High,3,Yes,Hill Station,1,5
101494,32,0,Desktop,638,11,Avera,3,Yes,OTHER,0,4
101495,20,0,Desktop,711,0,High,4,Yes,OTHER,1,5
101496,73,0,Mobile,242,6,Avera,2,Yes,Tech Cities,1,5
101497,66,0,Mobile,232,14,Low,4,No,OTHER,1,1
101498,9,0,Desktop,554,15,Low,5,Yes,Beach,1,1
101499,97,1,Desktop,330,2,Low,2,Yes,Big Cities,1,1
101500,69,0,Desktop,938,2,High,3,Yes,Hill Station,1,5
101501,67,0,Mobile,866,12,High,5,Yes,OTHER,1,4
101502,17,0,Mobile,685,15,High,2,No,OTHER,1,3
101503,19,1,Desktop,471,12,High,1,Yes,OTHER,1,4
101504,59,1,Mobile,281,3,Avera,3,No,Beach,1,4
101505,29,0,Desktop,270,4,High,1,No,Islands,1,1
101506,3,1,Desktop,561,7,Avera,2,No,Beach,1,4
101507,28,0,Mobile,158,6,High,2,No,Beach,1,3
101508,63,0,Desktop,126,3,Avera,5,No,OTHER,1,4
101509,85,0,Desktop,724,14,Low,4,Yes,Historical Site,1,4
101510,56,0,Desktop,458,2,Avera,5,No,Tech Cities,1,5
101511,85,1,Desktop,270,15,High,1,Yes,Hill Station,1,4
101512,2,1,Desktop,786,9,Low,2,Yes,OTHER,1,2
101513,24,1,Mobile,491,0,Avera,1,Yes,OTHER,1,3
101514,28,1,Mobile,394,14,Avera,1,No,Tech Cities,1,2
101515,15,1,Desktop,272,7,Avera,3,No,OTHER,1,1
101516,93,1,Mobile,289,14,High,1,No,Islands,1,3
101517,4,1,Desktop,473,7,High,1,No,Tech Cities,1,1
101518,20,1,Mobile,403,0,Avera,2,Yes,Big Cities,1,5
101519,36,0,Mobile,819,5,Avera,3,Yes,Historical Site,1,3
101520,81,1,Desktop,181,4,Avera,5,No,Historical Site,0,3
101521,64,1,Mobile,692,1,High,2,No,Hill Station,1,5
101522,31,1,Mobile,305,1,Avera,5,No,Beach,1,4
101523,82,0,Desktop,801,0,Low,2,No,Beach,1,1
101524,95,0,Mobile,537,3,High,1,Yes,Beach,1,5
101525,74,1,Mobile,112,0,Avera,1,Yes,OTHER,1,2
101526,35,1,Desktop,884,8,Avera,1,Yes,OTHER,1,4
101527,16,1,Mobile,107,4,Avera,2,No,OTHER,1,5
101528,22,0,Mobile,497,15,Low,5,Yes,Trekking,1,5
101529,89,0,Mobile,485,5,Avera,1,No,Trekking,1,5
101530,93,0,Mobile,148,9,Avera,4,Yes,OTHER,1,3
101531,21,0,Desktop,66,12,Avera,2,No,OTHER,1,2
101532,41,1,Mobile,943,6,Low,4,Yes,Historical Site,1,3
101533,67,0,Mobile,110,8,Avera,4,No,Trekking,0,3
101534,50,0,Mobile,457,13,Avera,5,No,Hill Station,1,3
101535,17,0,Desktop,580,14,Avera,3,Yes,OTHER,1,4
101536,79,1,Desktop,830,12,Low,5,Yes,OTHER,1,1
101537,97,1,Desktop,166,8,Avera,1,Yes,OTHER,1,2
101538,83,1,Desktop,64,9,Avera,2,Yes,Trekking,1,5
101539,82,1,Mobile,973,0,Avera,1,Yes,Trekking,1,1
101540,22,0,Mobile,993,3,Avera,5,No,Trekking,1,4
101541,49,0,Desktop,157,4,Avera,1,Yes,Big Cities,1,3
101542,50,1,Mobile,897,4,Low,4,Yes,Historical Site,1,3
101543,43,0,Mobile,41,0,Avera,4,No,Tech Cities,1,4
101544,2,1,Desktop,998,11,Avera,2,Yes,Big Cities,1,1
101545,40,0,Mobile,66,13,Avera,3,Yes,Big Cities,1,4
101546,15,1,Desktop,247,2,Low,5,No,Trekking,1,4
101547,6,0,Desktop,848,14,Low,1,Yes,OTHER,1,2
101548,10,0,Desktop,794,4,Avera,4,No,OTHER,1,2
101549,33,1,Desktop,625,13,Avera,3,No,Hill Station,1,5
101550,72,0,Desktop,588,14,High,1,No,OTHER,1,1
101551,64,0,Desktop,306,9,High,1,Yes,OTHER,1,1
101552,47,1,Mobile,899,6,High,1,No,Hill Station,1,3
101553,7,1,Mobile,77,12,Avera,2,Yes,Trekking,0,2
101554,49,1,Mobile,592,11,High,1,Yes,OTHER,1,2
101555,15,1,Desktop,253,15,Avera,5,No,OTHER,1,5
101556,50,0,Mobile,947,14,Avera,1,No,Tech Cities,1,3
101557,50,0,Mobile,413,3,Avera,4,Yes,Trekking,1,3
101558,37,1,Mobile,873,2,High,1,No,Tech Cities,1,1
101559,24,0,Mobile,403,12,High,4,Yes,Beach,1,5
101560,9,0,Desktop,149,6,High,3,No,Trekking,1,4
101561,48,0,Desktop,951,15,Low,3,Yes,Tech Cities,1,5
101562,75,1,Mobile,536,7,Avera,1,Yes,OTHER,1,2
101563,21,0,Mobile,443,10,Low,2,Yes,OTHER,1,3
101564,7,0,Desktop,384,1,High,4,Yes,OTHER,1,4
101565,41,0,Mobile,188,0,High,3,Yes,OTHER,1,3
101566,89,0,Mobile,440,1,High,3,No,Trekking,0,2
101567,17,1,Desktop,68,12,Avera,3,No,OTHER,1,2
101568,44,1,Desktop,912,1,High,4,Yes,OTHER,0,2
101569,65,0,Mobile,527,6,Avera,1,Yes,OTHER,1,3
101570,23,0,Mobile,95,15,High,4,Yes,OTHER,1,4
101571,87,1,Mobile,425,0,Avera,3,No,Trekking,1,2
101572,79,1,Desktop,879,10,Avera,2,No,OTHER,1,2
101573,57,1,Desktop,215,8,Avera,2,Yes,Historical Site,1,4
101574,21,0,Mobile,764,1,High,4,No,Hill Station,1,1
101575,61,1,Mobile,769,7,Avera,5,No,Trekking,1,5
101576,62,0,Desktop,116,10,Low,4,No,Beach,1,1
101577,96,1,Desktop,355,6,Avera,3,No,Trekking,1,2
101578,13,1,Mobile,282,1,Avera,4,Yes,Islands,1,4
101579,38,0,Desktop,390,0,Avera,2,Yes,OTHER,1,3
101580,76,0,Desktop,31,7,Low,2,No,Trekking,0,5
101581,61,0,Desktop,195,7,Avera,2,Yes,Tech Cities,1,3
101582,45,1,Desktop,399,0,High,2,No,OTHER,1,3
101583,20,1,Desktop,475,12,Low,4,No,Trekking,1,5
101584,51,1,Mobile,506,4,Avera,5,Yes,Beach,1,2
101585,74,1,Mobile,687,1,High,2,Yes,Trekking,1,5
101586,46,1,Mobile,775,12,Avera,4,No,Hill Station,1,2
101587,7,1,Desktop,628,7,Low,4,No,Hill Station,1,4
101588,18,1,Desktop,123,13,Avera,2,Yes,Big Cities,1,4
101589,3,1,Mobile,23,6,Avera,5,Yes,Islands,1,2
101590,40,0,Desktop,363,3,Avera,1,No,Trekking,1,5
101591,96,0,Desktop,988,6,High,1,No,Historical Site,1,3
101592,82,1,Desktop,407,6,Low,3,Yes,Beach,1,4
101593,99,1,Desktop,773,2,Avera,2,Yes,Trekking,1,5
101594,75,0,Mobile,175,14,High,4,Yes,OTHER,1,5
101595,27,1,Desktop,860,0,Avera,2,Yes,Beach,1,2
101596,82,0,Mobile,942,13,Avera,4,No,Trekking,1,5
101597,34,1,Mobile,68,8,Avera,1,Yes,Beach,1,2
101598,74,1,Mobile,4,5,Low,3,Yes,Beach,1,5
101599,62,1,Mobile,420,1,High,1,Yes,Tech Cities,1,5
101600,90,0,Desktop,85,6,Avera,4,Yes,Tech Cities,1,4
101601,97,0,Desktop,125,13,Avera,1,Yes,Trekking,1,1
101602,38,0,Mobile,902,14,Low,5,No,OTHER,1,5
101603,80,1,Desktop,188,11,Avera,1,No,OTHER,1,1
101604,13,1,Mobile,820,13,High,1,Yes,Trekking,1,3
101605,76,0,Desktop,15,12,Low,1,No,Hill Station,1,1
101606,74,0,Desktop,882,9,High,1,No,OTHER,1,1
101607,88,1,Mobile,656,1,Avera,1,No,Trekking,1,2
101608,1,1,Desktop,622,11,Low,4,Yes,OTHER,1,5
101609,19,0,Desktop,994,4,High,1,Yes,Beach,1,3
101610,91,1,Mobile,773,13,High,2,No,OTHER,1,4
101611,47,0,Mobile,835,8,Low,5,Yes,Big Cities,1,5
101612,74,0,Desktop,848,14,High,5,Yes,Islands,1,1
101613,52,0,Desktop,4,6,High,2,No,Beach,1,5
101614,60,0,Mobile,92,3,Avera,1,Yes,OTHER,1,5
101615,67,0,Mobile,810,15,High,5,Yes,Hill Station,1,2
101616,88,1,Desktop,595,12,High,3,Yes,OTHER,1,4
101617,10,0,Mobile,85,11,Avera,4,Yes,OTHER,1,2
101618,37,1,Mobile,789,7,Low,2,Yes,Historical Site,1,3
101619,16,1,Mobile,164,7,Avera,3,Yes,OTHER,1,1
101620,36,0,Desktop,416,4,High,5,No,OTHER,1,2
101621,5,1,Mobile,923,14,High,5,No,Beach,1,1
101622,86,0,Mobile,404,6,Avera,3,Yes,Historical Site,1,3
101623,7,1,Mobile,658,0,Avera,5,No,OTHER,1,2
101624,51,1,Mobile,124,4,Avera,2,Yes,Tech Cities,0,3
101625,87,1,Mobile,139,4,High,1,Yes,OTHER,1,4
101626,97,0,Mobile,807,13,Avera,4,Yes,Beach,1,5
101627,99,0,Mobile,771,5,High,1,Yes,OTHER,1,4
101628,88,1,Mobile,210,10,Avera,2,Yes,OTHER,1,3
101629,76,1,Desktop,333,8,Avera,1,No,OTHER,1,1
101630,99,0,Mobile,745,10,High,4,Yes,OTHER,1,3
101631,82,1,Mobile,571,9,Avera,3,No,Beach,1,3
101632,14,1,Desktop,423,13,Avera,4,Yes,Hill Station,1,1
101633,68,1,Mobile,205,8,Low,1,No,Islands,1,4
101634,77,1,Mobile,760,4,Avera,1,No,OTHER,1,3
101635,94,1,Mobile,410,2,Low,5,Yes,OTHER,0,5
101636,1,1,Desktop,671,10,Low,2,Yes,Historical Site,1,1
101637,51,0,Desktop,981,12,Avera,2,No,Big Cities,1,1
101638,79,0,Mobile,868,1,Avera,2,Yes,OTHER,0,4
101639,15,0,Mobile,421,2,Low,1,Yes,Big Cities,1,1
101640,15,1,Mobile,171,13,Avera,4,Yes,Big Cities,0,4
101641,81,0,Mobile,190,5,High,3,No,Big Cities,1,4
101642,68,1,Mobile,883,5,Avera,5,Yes,OTHER,1,5
101643,11,1,Mobile,232,9,Low,5,No,OTHER,1,2
101644,86,0,Desktop,605,5,High,1,Yes,Tech Cities,1,3
101645,40,0,Desktop,679,0,High,5,Yes,Islands,1,5
101646,96,1,Desktop,804,6,High,1,Yes,Big Cities,1,3
101647,13,1,Mobile,165,10,Avera,1,Yes,Historical Site,1,5
101648,25,0,Desktop,420,14,Low,5,Yes,Big Cities,1,3
101649,28,1,Desktop,749,2,Low,2,No,Historical Site,1,5
101650,90,0,Mobile,28,15,Avera,2,Yes,Hill Station,1,5
101651,77,1,Desktop,378,1,High,4,No,Hill Station,1,2
101652,40,1,Mobile,558,9,Low,4,No,Islands,1,2
101653,61,1,Mobile,727,5,Avera,2,Yes,Hill Station,1,1
101654,10,0,Desktop,487,7,Low,4,Yes,Tech Cities,1,5
101655,41,0,Desktop,442,5,Avera,3,Yes,OTHER,1,4
101656,66,0,Mobile,403,4,Low,2,Yes,OTHER,1,4
101657,21,1,Mobile,976,7,Low,1,No,OTHER,1,1
101658,36,0,Mobile,700,15,Low,2,No,Big Cities,1,5
101659,28,1,Mobile,520,6,High,1,Yes,Big Cities,1,3
101660,48,0,Desktop,123,12,High,3,Yes,Beach,1,1
101661,95,1,Desktop,34,12,High,2,Yes,Historical Site,1,3
101662,43,0,Mobile,38,9,High,4,Yes,Big Cities,1,1
101663,48,1,Mobile,288,10,Low,5,No,Trekking,1,5
101664,100,1,Mobile,708,2,Avera,5,No,Trekking,1,3
101665,25,1,Desktop,17,14,Low,2,No,Beach,1,1
101666,49,1,Desktop,823,4,Avera,5,No,Big Cities,0,5
101667,85,0,Mobile,749,10,Avera,2,Yes,Tech Cities,1,4
101668,33,0,Desktop,745,4,Avera,3,No,Islands,1,4
101669,7,1,Desktop,723,0,Avera,5,Yes,Tech Cities,1,4
101670,70,1,Desktop,558,5,Avera,2,No,OTHER,1,1
101671,3,0,Desktop,161,15,Avera,2,Yes,Big Cities,1,4
101672,15,0,Mobile,935,0,Avera,3,No,Islands,1,3
101673,81,1,Desktop,822,0,High,2,No,Hill Station,1,5
101674,70,0,Mobile,501,13,High,4,Yes,Islands,1,1
101675,75,0,Desktop,962,2,Avera,3,Yes,OTHER,1,4
101676,2,1,Desktop,572,4,High,1,Yes,OTHER,0,4
101677,88,1,Desktop,462,0,High,5,Yes,OTHER,1,1
101678,44,0,Desktop,425,0,High,2,Yes,OTHER,1,2
101679,42,0,Mobile,940,10,High,1,Yes,Big Cities,1,3
101680,38,1,Mobile,807,15,High,1,No,Islands,1,5
101681,20,0,Mobile,410,15,Low,3,Yes,Trekking,1,4
101682,65,1,Desktop,995,10,High,4,Yes,Historical Site,0,2
101683,42,1,Desktop,952,2,High,4,No,Big Cities,1,5
101684,42,1,Mobile,399,12,Avera,5,Yes,OTHER,1,3
101685,2,0,Desktop,482,0,High,3,No,OTHER,1,4
101686,100,0,Desktop,739,14,Avera,2,Yes,OTHER,1,3
101687,57,1,Desktop,954,1,Low,3,No,Islands,1,1
101688,53,1,Mobile,362,9,Avera,4,Yes,OTHER,1,1
101689,14,1,Desktop,801,12,High,3,Yes,Big Cities,0,5
101690,74,0,Mobile,655,13,High,4,No,Big Cities,1,2
101691,80,0,Desktop,647,9,Low,5,Yes,OTHER,1,3
101692,78,1,Desktop,258,10,Low,2,No,Hill Station,1,5
101693,65,0,Mobile,142,15,High,2,Yes,OTHER,1,5
101694,73,1,Desktop,177,3,High,2,No,Islands,1,4
101695,32,0,Mobile,865,11,Avera,3,No,OTHER,1,3
101696,14,1,Mobile,940,1,Avera,1,Yes,OTHER,1,5
101697,55,0,Mobile,160,8,Avera,4,Yes,Trekking,1,1
101698,33,1,Desktop,13,7,Avera,4,No,OTHER,1,1
101699,69,1,Mobile,382,7,Avera,4,No,Beach,1,1
101700,76,0,Desktop,633,7,Avera,5,No,OTHER,1,5
101701,47,0,Desktop,612,11,Avera,4,Yes,Big Cities,1,5
101702,78,1,Desktop,380,13,High,1,Yes,OTHER,1,1
101703,97,1,Desktop,571,5,Avera,3,No,OTHER,1,3
101704,1,1,Mobile,765,2,Low,3,Yes,OTHER,1,3
101705,3,1,Mobile,250,8,High,4,Yes,Hill Station,1,3
101706,88,0,Mobile,472,12,High,1,Yes,Tech Cities,1,1
101707,53,1,Desktop,852,10,High,4,No,OTHER,1,5
101708,20,0,Mobile,387,4,Avera,2,Yes,OTHER,1,2
101709,50,1,Mobile,131,3,Low,5,No,Big Cities,1,3
101710,19,0,Desktop,660,13,Low,1,No,Historical Site,1,5
101711,34,0,Desktop,523,4,High,1,No,Tech Cities,1,4
101712,18,1,Desktop,216,8,Low,5,No,Hill Station,1,3
101713,70,1,Desktop,816,6,Avera,2,Yes,OTHER,1,1
101714,79,1,Mobile,831,12,Avera,3,Yes,OTHER,1,3
101715,20,1,Desktop,736,4,High,5,No,OTHER,1,1
101716,86,1,Desktop,386,15,Avera,1,No,OTHER,1,1
101717,67,1,Mobile,985,13,Low,5,No,OTHER,1,3
101718,54,0,Desktop,781,12,Avera,4,Yes,Hill Station,1,2
101719,32,1,Mobile,222,5,Low,2,No,OTHER,1,3
101720,31,0,Desktop,942,5,Avera,4,Yes,Hill Station,1,1
101721,53,1,Mobile,883,2,High,1,Yes,Beach,1,5
101722,3,0,Desktop,434,2,High,4,Yes,Beach,1,4
101723,74,1,Desktop,818,10,High,4,Yes,OTHER,1,4
101724,30,0,Desktop,237,13,Avera,3,Yes,Big Cities,1,3
101725,31,1,Desktop,135,4,Avera,3,Yes,Historical Site,1,2
101726,69,1,Desktop,106,9,High,1,Yes,Historical Site,1,5
101727,45,1,Desktop,596,15,Low,3,Yes,Historical Site,1,3
101728,98,0,Mobile,822,10,Avera,3,Yes,Big Cities,1,1
101729,100,0,Desktop,303,14,High,4,Yes,Trekking,1,5
101730,34,1,Mobile,416,5,Avera,5,No,Trekking,1,1
101731,25,1,Mobile,379,15,High,5,No,OTHER,1,5
101732,85,0,Mobile,492,2,Avera,2,Yes,Beach,1,2
101733,53,1,Desktop,339,4,High,2,Yes,OTHER,1,5
101734,60,0,Desktop,888,14,Avera,5,Yes,Hill Station,1,2
101735,11,0,Desktop,678,8,Avera,4,Yes,Islands,1,1
101736,29,0,Desktop,734,3,Low,1,Yes,OTHER,1,1
101737,56,0,Desktop,10,9,Avera,1,No,Hill Station,1,3
101738,87,0,Desktop,774,13,High,4,No,Historical Site,1,5
101739,36,1,Desktop,777,14,Avera,4,No,Hill Station,1,4
101740,75,1,Desktop,48,4,High,2,No,Hill Station,1,2
101741,66,1,Mobile,939,12,High,5,No,OTHER,0,1
101742,15,1,Desktop,438,2,High,4,No,Hill Station,1,2
101743,27,0,Desktop,713,2,Avera,5,No,Historical Site,1,1
101744,64,1,Mobile,231,13,Avera,3,Yes,OTHER,1,3
101745,59,1,Mobile,87,12,Low,3,Yes,OTHER,1,2
101746,13,1,Desktop,273,10,Low,1,Yes,Trekking,1,2
101747,53,0,Desktop,935,1,Avera,3,No,Historical Site,1,1
101748,45,1,Mobile,452,4,Avera,4,No,OTHER,1,2
101749,89,1,Desktop,788,6,Avera,4,No,OTHER,1,4
101750,32,1,Mobile,533,7,Avera,2,Yes,Hill Station,1,5
101751,4,1,Mobile,58,10,Avera,5,No,OTHER,1,5
101752,45,0,Mobile,21,4,High,3,Yes,Tech Cities,0,5
101753,5,0,Desktop,204,14,Avera,4,Yes,OTHER,1,1
101754,29,1,Mobile,586,8,Avera,4,Yes,OTHER,1,4
101755,23,1,Mobile,833,9,High,4,Yes,Big Cities,1,4
101756,55,1,Mobile,44,7,Avera,4,No,Islands,1,1
101757,89,1,Desktop,717,15,Avera,4,Yes,Beach,1,2
101758,24,0,Mobile,152,9,High,2,Yes,OTHER,1,5
101759,17,0,Desktop,877,3,Low,2,Yes,OTHER,1,2
101760,38,1,Desktop,340,3,High,4,No,Trekking,1,3
101761,31,0,Mobile,825,8,Avera,3,No,OTHER,1,3
101762,36,0,Desktop,920,5,Avera,5,No,Beach,1,5
101763,10,1,Mobile,304,5,Avera,5,Yes,OTHER,1,5
101764,5,1,Mobile,300,2,Avera,4,No,OTHER,1,3
101765,23,1,Desktop,304,11,High,2,Yes,Islands,1,2
101766,8,1,Mobile,0,9,Avera,5,Yes,Islands,1,2
101767,99,0,Mobile,721,0,Low,2,No,Big Cities,1,5
101768,22,1,Mobile,651,14,High,5,No,OTHER,1,1
101769,57,1,Mobile,947,9,Low,2,Yes,Historical Site,1,5
101770,20,0,Desktop,718,3,Avera,4,Yes,OTHER,1,5
101771,23,1,Desktop,866,4,Low,4,Yes,Hill Station,1,3
101772,37,0,Mobile,496,2,High,5,Yes,Big Cities,1,4
101773,42,0,Desktop,607,9,Avera,2,No,Historical Site,1,2
101774,63,0,Mobile,73,1,High,3,No,Islands,1,1
101775,55,0,Desktop,239,4,Low,4,Yes,Islands,1,1
101776,56,1,Desktop,73,4,Avera,5,No,OTHER,1,5
101777,2,0,Desktop,478,3,High,1,No,OTHER,1,2
101778,37,0,Mobile,781,12,Low,4,Yes,Tech Cities,1,3
101779,98,1,Desktop,189,8,Low,2,No,OTHER,1,1
101780,37,1,Mobile,717,6,Avera,4,No,OTHER,1,2
101781,73,1,Mobile,933,12,Avera,2,No,OTHER,1,3
101782,78,0,Desktop,552,13,Avera,1,Yes,Hill Station,1,1
101783,80,1,Mobile,584,10,Avera,1,Yes,Hill Station,1,2
101784,96,0,Desktop,657,12,Avera,3,Yes,Trekking,1,3
101785,28,1,Mobile,214,1,High,5,No,OTHER,0,5
101786,98,1,Mobile,937,1,Avera,1,No,OTHER,1,5
101787,61,0,Mobile,215,13,Low,5,Yes,Big Cities,1,2
101788,97,0,Desktop,342,10,Avera,2,No,Tech Cities,1,2
101789,34,1,Mobile,537,1,High,1,No,Tech Cities,0,1
101790,14,0,Mobile,675,8,High,2,Yes,OTHER,1,3
101791,90,0,Desktop,463,10,Avera,2,Yes,Tech Cities,1,5
101792,73,0,Desktop,678,10,Low,4,No,OTHER,1,1
101793,83,1,Desktop,968,12,Avera,1,Yes,OTHER,1,3
101794,5,1,Mobile,797,6,Avera,3,Yes,OTHER,1,2
101795,50,0,Mobile,545,3,Low,1,No,Beach,1,4
101796,12,1,Desktop,488,5,Low,3,Yes,Beach,1,1
101797,98,1,Mobile,840,2,High,1,Yes,OTHER,1,4
101798,30,0,Desktop,752,8,Avera,1,No,OTHER,1,4
101799,29,1,Desktop,187,4,Avera,4,No,Trekking,1,3
101800,45,0,Mobile,680,6,High,3,Yes,OTHER,0,2
101801,97,0,Mobile,234,2,Avera,3,No,Beach,1,5
101802,52,1,Mobile,219,13,High,5,Yes,OTHER,1,4
101803,33,1,Mobile,103,13,Avera,1,No,OTHER,1,4
101804,57,1,Desktop,292,0,Avera,5,No,OTHER,1,1
101805,81,0,Desktop,457,10,Low,1,No,Beach,0,4
101806,65,0,Mobile,606,11,High,3,Yes,Trekking,1,3
101807,37,0,Mobile,544,3,Low,5,Yes,Hill Station,1,5
101808,34,0,Mobile,516,4,Avera,5,No,Hill Station,1,2
101809,99,1,Desktop,592,14,Avera,2,Yes,Historical Site,1,5
101810,4,1,Mobile,816,2,Low,5,Yes,OTHER,1,4
101811,38,1,Desktop,33,12,Avera,5,Yes,OTHER,0,2
